x,y,time,weight,type,description
41.755709,-87.612610,600,1,"FRAUD","CREDIT CARD FRAUD"
41.851022,-87.618955,600,1,"VANDALISM","TO LAND"
41.731150,-87.606484,600,1,"VANDALISM","TO VEHICLE"
41.853004,-87.681405,600,1,"THEFT","UNLAWFUL ENTRY"
41.953643,-87.728015,596,1,"THEFT","RETAIL THEFT"
41.862531,-87.724260,595,1,"WEAPONS","RECKLESS FIREARM DISCHARGE"
41.843435,-87.711101,586,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS"
41.789540,-87.726573,585,1,"VANDALISM","TO VEHICLE"
41.736810,-87.593333,580,1,"LIQUOR LAW VIOLATION","LIQUOR LICENSE VIOLATION"
41.782447,-87.660642,570,1,"THEFT","OVER $500"
41.844163,-87.695199,570,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.858030,-87.729817,570,1,"THEFT","$500 AND UNDER"
41.720150,-87.574077,566,1,"THEFT","$500 AND UNDER"
41.735432,-87.619347,561,1,"ASSAULT","AGGRAVATED OF A SENIOR CITIZEN"
41.761188,-87.634562,560,1,"VANDALISM","TO PROPERTY"
41.851528,-87.725983,559,1,"OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS"
41.736922,-87.551420,555,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.757230,-87.634462,555,1,"OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE / HEALTH OF CHILD"
41.950418,-87.649130,550,1,"VANDALISM","CRIMINAL DEFACEMENT"
41.876108,-87.731104,550,1,"THEFT","STRONG ARM - NO WEAPON"
41.889907,-87.624101,545,1,"THEFT","RETAIL THEFT"
41.733510,-87.560576,543,1,"ASSAULT","SIMPLE"
41.776966,-87.587232,540,1,"THEFT","OVER $500"
41.655824,-87.601272,540,1,"THEFT","AUTOMOBILE"
41.806865,-87.616522,540,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.969643,-87.661059,540,1,"THEFT","$500 AND UNDER"
41.969763,-87.654836,540,1,"FRAUD","STATE BENEFITS FRAUD"
41.814240,-87.616726,540,1,"ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.889907,-87.624101,533,1,"THEFT","RETAIL THEFT"
41.855882,-87.733658,524,1,"ASSAULT","SIMPLE"
41.893363,-87.641365,523,1,"THEFT","RETAIL THEFT"
41.900414,-87.710544,523,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.845273,-87.622127,520,1,"FRAUD","FINANCIAL IDENTITY THEFT OVER $ 300"
41.945777,-87.646312,514,1,"ASSAULT","SIMPLE"
41.889907,-87.624101,510,1,"THEFT","RETAIL THEFT"
41.925174,-87.666509,501,1,"THEFT","RETAIL THEFT"
41.701893,-87.565126,500,1,"ASSAULT","SIMPLE"
41.797886,-87.675671,500,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.898216,-87.715183,500,1,"OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP"
41.954699,-87.747339,493,1,"THEFT","RETAIL THEFT"
41.882257,-87.763843,492,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.987296,-87.658747,489,1,"OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP"
41.873537,-87.696093,486,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.836837,-87.728471,480,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.706515,-87.647686,480,1,"ASSAULT","SIMPLE"
41.756125,-87.641053,480,1,"THEFT","UNLAWFUL ENTRY"
41.762656,-87.630939,479,1,"OTHER OFFENSE","OTHER VEHICLE OFFENSE"
41.893419,-87.619640,475,1,"VANDALISM","TO VEHICLE"
41.931554,-87.785709,470,1,"VANDALISM","TO VEHICLE"
41.899962,-87.726223,459,1,"NARCOTICS","POSSESS - COCAINE"
41.902058,-87.771374,458,1,"FRAUD","ILLEGAL USE CASH CARD"
41.776318,-87.604621,450,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.710888,-87.564550,445,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.728419,-87.606046,440,1,"VANDALISM","TO VEHICLE"
41.806473,-87.622762,435,1,"THEFT","AUTOMOBILE"
41.746693,-87.665039,435,1,"ASSAULT","SIMPLE"
41.806676,-87.622767,420,1,"THEFT","AUTOMOBILE"
41.989613,-87.780510,420,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.768924,-87.639101,420,1,"ASSAULT","NON-AGGRAVATED"
41.788158,-87.697834,420,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.769074,-87.630385,420,1,"ASSAULT","SIMPLE"
41.754276,-87.643345,418,1,"OTHER OFFENSE","ANIMAL ABUSE / NEGLECT"
41.882526,-87.624384,415,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.887476,-87.709807,395,1,"ASSAULT","SIMPLE"
41.881007,-87.703205,390,1,"VANDALISM","TO PROPERTY"
41.772999,-87.576479,389,1,"FRAUD","STATE BENEFITS FRAUD"
41.814947,-87.690735,385,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.963071,-87.655984,377,1,"THEFT","RETAIL THEFT"
41.788987,-87.741480,377,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.823798,-87.619757,373,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.793757,-87.780631,360,1,"THEFT","FORCIBLE ENTRY"
41.751832,-87.626385,348,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.829652,-87.614452,340,1,"ASSAULT","SIMPLE"
42.018498,-87.672983,340,1,"ASSAULT","SIMPLE"
41.968329,-87.720007,335,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.909286,-87.687192,310,1,"THEFT","AUTOMOBILE"
41.751832,-87.626385,300,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.910773,-87.745904,289,1,"WEAPONS","RECKLESS FIREARM DISCHARGE"
41.763429,-87.615239,285,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.861747,-87.711628,270,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.810671,-87.621248,270,1,"THEFT","AGGRAVATED"
41.741482,-87.708195,270,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.861751,-87.712847,268,1,"VANDALISM","TO VEHICLE"
41.977969,-87.846468,255,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.730377,-87.556229,240,1,"THEFT","AUTOMOBILE"
41.805540,-87.727192,240,1,"THEFT","$500 AND UNDER"
41.711476,-87.639313,225,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.712523,-87.568201,220,1,"THEFT","AUTOMOBILE"
41.809125,-87.631907,202,1,"THEFT","OVER $500"
41.936994,-87.747552,180,1,"VANDALISM","TO VEHICLE"
41.777234,-87.661719,180,1,"ASSAULT","SIMPLE"
41.988631,-87.812829,175,1,"ASSAULT","SIMPLE"
41.970196,-87.695075,158,1,"THEFT","FROM COIN-OPERATED MACHINE OR DEVICE"
41.984109,-87.660855,140,1,"OTHER OFFENSE","OTHER VEHICLE OFFENSE"
41.712852,-87.655570,135,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.750809,-87.704854,120,1,"VANDALISM","TO PROPERTY"
41.928219,-87.673456,120,1,"VANDALISM","TO VEHICLE"
41.719221,-87.640727,120,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.883940,-87.625342,117,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.716473,-87.564626,101,1,"ASSAULT","SIMPLE"
41.931888,-87.718937,90,1,"FRAUD","CREDIT CARD FRAUD"
41.855191,-87.623871,80,1,"ASSAULT","AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON"
41.997988,-87.675311,73,1,"VANDALISM","TO LAND"
41.674341,-87.616721,64,1,"THEFT","UNLAWFUL ENTRY"
41.840530,-87.727328,60,1,"NARCOTICS","POSSESS - SYNTHETIC DRUGS"
41.712961,-87.537694,60,1,"THEFT","OVER $500"
41.911073,-87.775891,60,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.777403,-87.647155,17,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.772450,-87.646328,16,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.780754,-87.706219,9,1,"VANDALISM","TO PROPERTY"
41.847604,-87.700230,2,1,"THEFT","AUTOMOBILE"
41.932004,-87.775992,1,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.798330,-87.695152,0,1,"THEFT","$500 AND UNDER"
41.933762,-87.658753,0,1,"THEFT","AUTOMOBILE"
41.928049,-87.795382,0,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.764582,-87.561127,0,1,"THEFT","$500 AND UNDER"
41.768261,-87.621765,0,1,"ASSAULT","NON-AGGRAVATED"
41.882471,-87.627848,0,1,"THEFT","RETAIL THEFT"
41.891405,-87.628062,0,1,"THEFT","OVER $500"
41.953377,-87.750152,0,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.762690,-87.651626,0,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.793471,-87.681529,0,1,"THEFT","STRONG ARM - NO WEAPON"
41.885635,-87.649183,0,1,"ASSAULT","SIMPLE"
41.813274,-87.597589,0,1,"VANDALISM","TO VEHICLE"
41.824589,-87.695922,0,1,"THEFT","AUTOMOBILE"
41.697976,-87.629307,0,1,"VANDALISM","TO PROPERTY"
41.798879,-87.585504,0,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.763053,-87.578069,0,1,"VANDALISM","TO RESIDENCE"
41.752879,-87.583341,0,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.865540,-87.768437,1439,1,"THEFT","UNLAWFUL ENTRY"
41.799108,-87.595018,1430,1,"THEFT","$500 AND UNDER"
41.816968,-87.633571,1425,1,"THEFT","AUTOMOBILE"
41.747393,-87.585439,1420,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.941973,-87.787825,1411,1,"THEFT","AUTOMOBILE"
41.921632,-87.678995,1410,1,"THEFT","AUTOMOBILE"
41.921720,-87.678998,1410,1,"THEFT","AUTOMOBILE"
41.781850,-87.587865,1410,1,"ASSAULT","SIMPLE"
41.942951,-87.788669,1408,1,"VANDALISM","TO VEHICLE"
41.833243,-87.727008,1408,1,"WEAPONS","RECKLESS FIREARM DISCHARGE"
41.931553,-87.791820,1403,1,"VANDALISM","TO VEHICLE"
41.715258,-87.572175,1403,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.877355,-87.702701,1400,1,"VANDALISM","TO VEHICLE"
41.881837,-87.743617,1399,1,"STALKING","SIMPLE"
41.756765,-87.562691,1389,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.907153,-87.639681,1387,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.728216,-87.643397,1380,1,"THEFT","AUTOMOBILE"
41.751305,-87.603629,1380,1,"THEFT","AGGRAVATED VEHICULAR HIJACKING"
41.770807,-87.609361,1372,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.777904,-87.593011,1369,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.898634,-87.677794,1365,1,"THEFT","$500 AND UNDER"
41.886018,-87.633938,1355,1,"VANDALISM","TO LAND"
41.764545,-87.649254,1354,1,"WEAPONS","UNLAWFUL USE / SALE OF AIR RIFLE"
41.873220,-87.675869,1352,1,"THEFT","AUTOMOBILE"
41.751010,-87.563797,1350,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.813998,-87.640808,1346,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.761080,-87.630902,1332,1,"ASSAULT","SIMPLE"
41.866332,-87.666379,1329,1,"THEFT","RETAIL THEFT"
41.785988,-87.657089,1320,1,"VANDALISM","TO PROPERTY"
41.776679,-87.665410,1320,1,"THEFT","AUTOMOBILE"
41.746936,-87.602630,1320,1,"THEFT","AUTOMOBILE"
41.859954,-87.710365,1320,1,"OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP"
41.810671,-87.621248,1320,1,"ASSAULT","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON"
41.930633,-87.766224,1320,1,"THEFT","AUTOMOBILE"
41.721627,-87.624485,1320,1,"THEFT","PURSE-SNATCHING"
41.750593,-87.611274,1312,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.791752,-87.632925,1310,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.780499,-87.688556,1305,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.819062,-87.700412,1305,1,"ASSAULT","SIMPLE"
41.897888,-87.628233,1305,1,"FRAUD","FINANCIAL IDENTITY THEFT OVER $ 300"
41.882878,-87.698093,1300,1,"ASSAULT","AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON"
41.909499,-87.660361,1290,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.702789,-87.620715,1290,1,"ASSAULT","SIMPLE"
41.937147,-87.773738,1290,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.879433,-87.750667,1290,1,"THEFT","$500 AND UNDER"
41.797886,-87.675671,1289,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.881375,-87.648519,1275,1,"THEFT","AUTOMOBILE"
41.928282,-87.756301,1260,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.933534,-87.806589,1260,1,"THEFT","AUTOMOBILE"
41.890112,-87.752976,1260,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.741808,-87.590395,1260,1,"VANDALISM","TO PROPERTY"
41.741007,-87.647408,1260,1,"THEFT","FORCIBLE ENTRY"
41.865654,-87.706862,1255,1,"ASSAULT","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.770487,-87.621825,1253,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.863642,-87.627331,1251,1,"THEFT","OVER $500"
41.736637,-87.545821,1245,1,"NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS"
41.903919,-87.630396,1245,1,"VANDALISM","TO PROPERTY"
41.695982,-87.596653,1240,1,"ASSAULT","SIMPLE"
41.685475,-87.607965,1235,1,"THEFT","AUTOMOBILE"
41.767676,-87.685767,1235,1,"ASSAULT","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY"
41.763838,-87.671074,1231,1,"ASSAULT","SIMPLE"
41.863461,-87.652286,1230,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.889046,-87.643241,1230,1,"ASSAULT","SIMPLE"
41.932259,-87.648997,1230,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.767805,-87.683328,1224,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.812521,-87.609897,1223,1,"OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS"
41.883500,-87.627877,1221,1,"THEFT","STRONG ARM - NO WEAPON"
41.728045,-87.630987,1220,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.767868,-87.713558,1210,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.730970,-87.570707,1210,1,"THEFT","$500 AND UNDER"
41.942973,-87.727300,1206,1,"ASSAULT","SIMPLE"
41.851437,-87.646460,1200,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.720290,-87.564207,1200,1,"THEFT","UNLAWFUL ENTRY"
41.889983,-87.657763,1200,1,"THEFT","AUTOMOBILE"
41.777310,-87.640803,1200,1,"ASSAULT","SIMPLE"
41.776069,-87.647511,1200,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.854856,-87.651474,1200,1,"ASSAULT","NON-AGGRAVATED"
41.889056,-87.640732,1200,1,"THEFT","OVER $500"
41.697522,-87.595823,1185,1,"THEFT","OVER $500"
41.883058,-87.751082,1184,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.709246,-87.564526,1182,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.891942,-87.769013,1180,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.883130,-87.761639,1180,1,"VANDALISM","TO VEHICLE"
41.883567,-87.626231,1180,1,"VANDALISM","TO CITY OF CHICAGO PROPERTY"
41.863642,-87.627331,1180,1,"THEFT","OVER $500"
41.941749,-87.668718,1172,1,"THEFT","RETAIL THEFT"
41.781257,-87.613225,1170,1,"ASSAULT","SIMPLE"
41.820731,-87.697061,1170,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.699283,-87.668024,1170,1,"THEFT","$500 AND UNDER"
41.904561,-87.637516,1170,1,"VANDALISM","TO PROPERTY"
41.757997,-87.601713,1169,1,"THEFT","FORCIBLE ENTRY"
41.781498,-87.613234,1167,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.787631,-87.702166,1165,1,"THEFT","$500 AND UNDER"
41.762694,-87.630939,1165,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.765203,-87.612833,1163,1,"ASSAULT","SIMPLE"
41.755167,-87.651435,1160,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.866389,-87.707277,1159,1,"VANDALISM","TO LAND"
41.782133,-87.611617,1157,1,"VANDALISM","TO VEHICLE"
41.826929,-87.627720,1155,1,"ASSAULT","SIMPLE"
41.762402,-87.576218,1150,1,"ASSAULT","NON-AGGRAVATED"
41.789622,-87.651114,1143,1,"FRAUD","FINANCIAL IDENTITY THEFT $300 AND UNDER"
41.872147,-87.634196,1140,1,"THEFT","FROM BUILDING"
41.905697,-87.688331,1140,1,"THEFT","$500 AND UNDER"
41.931663,-87.791823,1140,1,"THEFT","AUTOMOBILE"
41.863567,-87.624069,1140,1,"THEFT","AUTOMOBILE"
41.991122,-87.700638,1140,1,"VANDALISM","TO VEHICLE"
41.968858,-87.806018,1136,1,"ASSAULT","SIMPLE"
41.756545,-87.617247,1132,1,"NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS"
41.920736,-87.642179,1130,1,"ASSAULT","SIMPLE"
41.853699,-87.658751,1122,1,"THEFT","ARMED - HANDGUN"
41.872744,-87.709124,1120,1,"ASSAULT","SIMPLE"
41.776623,-87.703084,1120,1,"THEFT","RETAIL THEFT"
41.927797,-87.785598,1116,1,"THEFT","THEFT / RECOVERY - CYCLE, SCOOTER, BIKE WITH VIN"
41.901806,-87.668677,1115,1,"THEFT","OVER $500"
41.722840,-87.544850,1111,1,"NARCOTICS","POSSESS - CANNABIS 30 GRAMS OR LESS"
41.693421,-87.620983,1111,1,"THEFT","RETAIL THEFT"
41.937884,-87.707593,1110,1,"VANDALISM","TO VEHICLE"
41.812505,-87.604435,1110,1,"THEFT","FROM BUILDING"
41.939262,-87.713357,1109,1,"THEFT","RETAIL THEFT"
41.758437,-87.613561,1107,1,"OTHER OFFENSE","TELEPHONE THREAT"
41.791134,-87.694948,1106,1,"THEFT","OVER $500"
41.904561,-87.637516,1101,1,"SEX OFFENSE","SEXUAL RELATIONS IN FAMILY"
42.014910,-87.671283,1100,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.879104,-87.624341,1100,1,"ASSAULT","SIMPLE"
41.683936,-87.721829,1090,1,"THEFT","$500 AND UNDER"
41.693259,-87.642408,1090,1,"VANDALISM","TO LAND"
41.896078,-87.715112,1087,1,"NARCOTICS","MANUFACTURE / DELIVER - CRACK"
41.797873,-87.748355,1084,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.742941,-87.585783,1081,1,"ASSAULT","SIMPLE"
41.811326,-87.697972,1080,1,"THEFT","FROM BUILDING"
41.691789,-87.679741,1080,1,"ASSAULT","SIMPLE"
41.913541,-87.798593,1080,1,"ASSAULT","SIMPLE"
41.962012,-87.727855,1080,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.934583,-87.791416,1080,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.742585,-87.665672,1080,1,"ASSAULT","SIMPLE"
41.736907,-87.552805,1080,1,"THEFT","STRONG ARM - NO WEAPON"
41.860820,-87.713737,1079,1,"NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS"
41.988794,-87.744948,1071,1,"THEFT","FROM BUILDING"
41.923673,-87.786302,1064,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.745391,-87.594128,1060,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.894946,-87.754893,1056,1,"ASSAULT","AGGRAVATED - HANDGUN"
41.678238,-87.680734,1056,1,"THEFT","ARMED - KNIFE / CUTTING INSTRUMENT"
41.904991,-87.678044,1050,1,"THEFT","ATTEMPT - AUTOMOBILE"
41.891695,-87.626156,1050,1,"THEFT","FROM BUILDING"
41.656683,-87.615749,1050,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.923673,-87.786302,1050,1,"VANDALISM","TO VEHICLE"
41.867819,-87.686068,1050,1,"VANDALISM","TO PROPERTY"
41.881712,-87.753536,1050,1,"VANDALISM","TO VEHICLE"
41.721102,-87.635923,1048,1,"THEFT","FORCIBLE ENTRY"
41.731740,-87.604704,1048,1,"NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS"
41.930946,-87.788963,1035,1,"THEFT","RETAIL THEFT"
41.953443,-87.744957,1022,1,"THEFT","RETAIL THEFT"
41.783232,-87.614483,1020,1,"VANDALISM","TO VEHICLE"
41.915753,-87.688450,1020,1,"THEFT","AUTOMOBILE"
41.861524,-87.662105,1020,1,"ASSAULT","SIMPLE"
41.959123,-87.653463,1012,1,"THEFT","$500 AND UNDER"
41.722179,-87.538921,1008,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.871550,-87.696039,1006,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.883500,-87.627877,1005,1,"ASSAULT","SIMPLE"
41.808019,-87.664960,1005,1,"THEFT","RETAIL THEFT"
41.931550,-87.641985,1004,1,"ASSAULT","SIMPLE"
41.836860,-87.726045,1000,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.745192,-87.605065,1000,1,"NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS"
41.809787,-87.645563,998,1,"THEFT","RETAIL THEFT"
41.879871,-87.685003,998,1,"OTHER OFFENSE","VIOLATE ORDER OF PROTECTION"
41.877822,-87.655181,990,1,"THEFT","RETAIL THEFT"
41.791384,-87.692514,990,1,"THEFT","AUTOMOBILE"
41.803057,-87.586453,990,1,"THEFT","$500 AND UNDER"
42.006001,-87.661041,990,1,"THEFT","FROM BUILDING"
41.777159,-87.702316,985,1,"PUBLIC PEACE VIOLATION","RECKLESS CONDUCT"
41.877822,-87.655181,985,1,"THEFT","$500 AND UNDER"
41.931418,-87.755078,980,1,"THEFT","RETAIL THEFT"
41.802323,-87.600457,980,1,"THEFT","AUTOMOBILE"
41.965320,-87.663314,980,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.891185,-87.632570,980,1,"THEFT","OVER $500"
41.797848,-87.782279,979,1,"VANDALISM","TO PROPERTY"
41.854331,-87.730373,966,1,"OTHER OFFENSE","VIOLENT OFFENDER - ANNUAL REGISTRATION"
41.922574,-87.753641,961,1,"NARCOTICS","POSSESS - HALLUCINOGENS"
41.924883,-87.766022,961,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.961349,-87.654866,960,1,"ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT"
41.765872,-87.632228,960,1,"VANDALISM","TO PROPERTY"
41.956714,-87.699552,960,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.925843,-87.702341,960,1,"THEFT","RETAIL THEFT"
41.923023,-87.632391,960,1,"VANDALISM","TO VEHICLE"
41.939444,-87.689597,960,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.906408,-87.712727,960,1,"ASSAULT","SIMPLE"
41.931810,-87.665962,960,1,"THEFT","OVER $500"
41.748524,-87.611220,960,1,"THEFT","AUTOMOBILE"
41.897895,-87.624097,960,1,"THEFT","RETAIL THEFT"
41.756770,-87.653906,954,1,"ASSAULT","SIMPLE"
41.881003,-87.703488,954,1,"NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)"
41.699235,-87.608378,951,1,"SEX OFFENSE","NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES"
41.883163,-87.675550,945,1,"ASSAULT","SIMPLE"
41.803672,-87.703846,941,1,"THEFT","RETAIL THEFT"
41.829318,-87.679397,940,1,"THEFT","$500 AND UNDER"
41.767720,-87.667537,940,1,"ASSAULT","SIMPLE"
42.019399,-87.675049,938,1,"THEFT","RETAIL THEFT"
41.744796,-87.607484,930,1,"FRAUD","ILLEGAL USE CASH CARD"
41.690679,-87.630716,930,1,"OTHER OFFENSE","HARASSMENT BY TELEPHONE"
41.771147,-87.569913,930,1,"VANDALISM","TO VEHICLE"
41.784797,-87.647333,930,1,"ASSAULT","SIMPLE"
41.926083,-87.669399,928,1,"THEFT","UNLAWFUL ENTRY"
41.945337,-87.766737,925,1,"ASSAULT","SIMPLE"
41.902010,-87.774486,925,1,"ASSAULT","SIMPLE"
41.844581,-87.701808,919,1,"THEFT","RETAIL THEFT"
41.900769,-87.626897,915,1,"THEFT","RETAIL THEFT"
41.894745,-87.637640,907,1,"VANDALISM","TO VEHICLE"
41.910417,-87.627636,904,1,"FRAUD","FRAUD OR CONFIDENCE GAME"
41.926524,-87.634051,900,1,"VANDALISM","TO VEHICLE"
41.920866,-87.777275,900,1,"VANDALISM","TO VEHICLE"
41.798742,-87.625807,900,1,"ASSAULT","SIMPLE"
41.954285,-87.669356,900,1,"ASSAULT","SIMPLE"
41.772350,-87.613014,900,1,"THEFT","$500 AND UNDER"
41.940318,-87.644408,896,1,"THEFT","RETAIL THEFT"
41.921330,-87.736456,894,1,"VANDALISM","TO RESIDENCE"
41.926524,-87.634051,890,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.995193,-87.660426,888,1,"THEFT","OVER $500"
41.897596,-87.623218,884,1,"VANDALISM","TO LAND"
41.865237,-87.737374,871,1,"ASSAULT","SIMPLE"
41.891466,-87.624153,870,1,"THEFT","RETAIL THEFT"
41.989433,-87.655366,870,1,"ASSAULT","SIMPLE"
41.903418,-87.694429,870,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.686412,-87.665693,870,1,"VANDALISM","TO VEHICLE"
41.956523,-87.750918,870,1,"THEFT","AUTOMOBILE"
41.750469,-87.607640,870,1,"ASSAULT","DOMESTIC BATTERY SIMPLE"
41.930023,-87.636320,870,1,"THEFT","BURGLARY FROM MOTOR VEHICLE"
41.874181,-87.667858,860,1,"VANDALISM","TO VEHICLE"
41.936336,-87.650710,854,1,"ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY"
41.987659,-87.710221,840,1,"OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE"
41.916284,-87.702054,840,1,"THEFT","$500 AND UNDER"
41.926524,-87.634051,840,1,"THEFT","THEFT FROM MOTOR VEHICLE"
41.962399,-87.646325,840,1,"VANDALISM","TO VEHICLE"
41.856276,-87.627167,840,1,"ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON"
41.859896,-87.710361,838,1,"NARCOTICS","POSSESS - HEROIN (WHITE)"
41.656851,-87.602332,836,1,"WEAPONS","UNLAWFUL POSSESSION - HANDGUN"
41.870955,-87.706656,830,1,"THEFT","$500 AND UNDER"
